-0.415,-0.403
-0.390,-0.380
-0.365,-0.357
-0.340,-0.333
-0.314,-0.309
-0.289,-0.285
-0.264,-0.261
-0.239,-0.237
-0.214,-0.212
-0.189,-0.188
-0.164,-0.163
-0.138,-0.138
-0.113,-0.113
-0.088,-0.088
-0.063,-0.063
-0.038,-0.038
-0.013,-0.013
0.013,0.013
0.038,0.038
0.063,0.063
0.088,0.088
0.113,0.113
0.138,0.138
0.164,0.163
0.189,0.188
0.214,0.212
0.239,0.237
0.264,0.261
0.289,0.285
0.314,0.309
0.340,0.333
0.365,0.357
0.390,0.380
0.415,0.403
0.440,0.426
0.465,0.449
0.491,0.471
0.516,0.493
0.541,0.515
0.566,0.536
0.591,0.557
0.616,0.578
0.642,0.598
0.667,0.618
0.692,0.638
0.717,0.657
0.742,0.676
0.767,0.694
0.792,0.712
0.818,0.730
0.843,0.747
0.868,0.763
0.893,0.779
0.918,0.795
0.943,0.810
0.969,0.824
0.994,0.838
1.019,0.852
1.044,0.864
1.069,0.877
1.094,0.889
1.120,0.900
1.145,0.911
1.170,0.921
1.195,0.930
1.220,0.939
1.245,0.947
1.270,0.955
1.296,0.962
1.321,0.969
1.346,0.975
1.371,0.980
1.396,0.985
1.421,0.989
1.447,0.992
1.472,0.995
1.497,0.997
1.522,0.999
1.547,1.000
1.572,1.000
1.598,1.000
1.623,0.999
1.648,0.997
1.673,0.995
1.698,0.992
1.723,0.988
1.748,0.984
1.774,0.979
1.799,0.974
1.824,0.968
1.849,0.962
1.874,0.954
1.899,0.946
1.925,0.938
1.950,0.929
1.975,0.919
2.000,0.909
2.025,0.899
2.050,0.887
2.076,0.875
2.101,0.863
2.126,0.850
2.151,0.836
2.176,0.822
2.201,0.808
2.226,0.793
2.252,0.777
2.277,0.761
2.302,0.744
2.327,0.727
2.352,0.710
2.377,0.692
2.403,0.674
2.428,0.655
2.453,0.636
2.478,0.616
2.503,0.596
2.528,0.576
2.554,0.555
2.579,0.534
2.604,0.512
2.629,0.490
2.654,0.468
2.679,0.446
2.704,0.423
2.730,0.400
2.755,0.377
2.780,0.354
2.805,0.330
2.830,0.306
2.855,0.282
2.881,0.258
2.906,0.234
2.931,0.209
2.956,0.184
2.981,0.160
3.006,0.135
3.032,0.110
3.057,0.085
3.082,0.060
3.107,0.035
3.132,0.009
3.157,-0.016
3.182,-0.041
3.208,-0.066
3.233,-0.091
3.258,-0.116
3.283,-0.141
3.308,-0.166
3.333,-0.191
3.359,-0.215
3.384,-0.240
3.409,-0.264
3.434,-0.288
3.459,-0.312
3.484,-0.336
3.510,-0.360
3.535,-0.383
3.560,-0.406
3.585,-0.429
3.610,-0.452
3.635,-0.474
3.660,-0.496
3.686,-0.518
3.711,-0.539
3.736,-0.560
3.761,-0.581
3.786,-0.601
3.811,-0.621
3.837,-0.640
3.862,-0.659
3.887,-0.678
3.912,-0.696
3.937,-0.714
3.962,-0.732
3.988,-0.749
4.013,-0.765
4.038,-0.781
4.063,-0.796
4.088,-0.811
4.113,-0.826
4.138,-0.840
4.164,-0.853
4.189,-0.866
4.214,-0.878
4.239,-0.890
4.264,-0.901
4.289,-0.912
4.315,-0.922
4.340,-0.931
4.365,-0.940
4.390,-0.948
4.415,-0.956
4.440,-0.963
4.466,-0.970
4.491,-0.976
4.516,-0.981
4.541,-0.985
4.566,-0.989
4.591,-0.993
4.616,-0.995
4.642,-0.997
4.667,-0.999
4.692,-1.000
4.717,-1.000
4.742,-1.000
4.767,-0.998
4.793,-0.997
4.818,-0.994
4.843,-0.991
4.868,-0.988
4.893,-0.984
4.918,-0.979
4.944,-0.973
4.969,-0.967
4.994,-0.961
5.019,-0.953
5.044,-0.945
5.069,-0.937
5.094,-0.928
5.120,-0.918
5.145,-0.908
5.170,-0.897
5.195,-0.886
5.220,-0.874
5.245,-0.861
5.271,-0.848
5.296,-0.835
5.321,-0.821
5.346,-0.806
5.371,-0.791
5.396,-0.775
5.422,-0.759
5.447,-0.742
5.472,-0.725
5.497,-0.708
5.522,-0.690
5.547,-0.671
5.572,-0.652
5.598,-0.633
5.623,-0.613
5.648,-0.593
5.673,-0.573
5.698,-0.552
5.723,-0.531
5.749,-0.510
5.774,-0.488
5.799,-0.466
5.824,-0.443
5.849,-0.420
5.874,-0.398
5.900,-0.374
5.925,-0.351
5.950,-0.327
5.975,-0.303
6.000,-0.279
6.025,-0.255
6.050,-0.231
6.076,-0.206
6.101,-0.181
6.126,-0.157
6.151,-0.132
6.176,-0.107
6.201,-0.082
6.227,-0.057
6.252,-0.031
6.277,-0.006
6.302,0.019
6.327,0.044
6.352,0.069
6.378,0.094
6.403,0.119
6.428,0.144
6.453,0.169
6.478,0.194
6.503,0.218
6.528,0.243
6.554,0.267
6.579,0.291
6.604,0.315
6.629,0.339
6.654,0.363
6.679,0.386
6.705,0.409
6.730,0.432
6.755,0.454
6.780,0.477
6.805,0.499
6.830,0.520
6.856,0.542
6.881,0.563
6.906,0.583
6.931,0.603
6.956,0.623
6.981,0.643
7.006,0.662
7.032,0.681
7.057,0.699
7.082,0.716
7.107,0.734
7.132,0.751
7.157,0.767
7.183,0.783
7.208,0.798
7.233,0.813
7.258,0.828
7.283,0.841
7.308,0.855
7.334,0.868
7.359,0.880
7.384,0.892
7.409,0.903
7.434,0.913
7.459,0.923
7.484,0.933
7.510,0.941
7.535,0.949
7.560,0.957
7.585,0.964
7.610,0.970
7.635,0.976
7.661,0.981
7.686,0.986
7.711,0.990
7.736,0.993
7.761,0.996
7.786,0.998
7.812,0.999
7.837,1.000
7.862,1.000
7.887,0.999
7.912,0.998
7.937,0.997
7.962,0.994
7.988,0.991
8.013,0.987
8.038,0.983
8.063,0.978
8.088,0.973
8.113,0.967
8.139,0.960
8.164,0.952
8.189,0.944
8.214,0.936
8.239,0.927
8.264,0.917
8.290,0.907
8.315,0.896
8.340,0.884
8.365,0.872
8.390,0.860
8.415,0.847
8.440,0.833
8.466,0.819
8.491,0.804
8.516,0.789
8.541,0.773
8.566,0.757
8.591,0.740
8.617,0.723
8.642,0.705
8.667,0.687
8.692,0.669
8.717,0.650
8.742,0.631
8.768,0.611
8.793,0.591
8.818,0.570
8.843,0.550
8.868,0.528
8.893,0.507
8.918,0.485
8.944,0.463
8.969,0.440
8.994,0.418
9.019,0.395
9.044,0.371
9.069,0.348
9.095,0.324
9.120,0.300
9.145,0.276
9.170,0.252
9.195,0.228
9.220,0.203
9.246,0.178
9.271,0.153
9.296,0.129
9.321,0.104
9.346,0.079
9.371,0.053
9.396,0.028
9.422,0.003
9.447,-0.022
9.472,-0.047
9.497,-0.072
9.522,-0.097
9.547,-0.122
9.573,-0.147
9.598,-0.172
9.623,-0.197
9.648,-0.221
9.673,-0.246
9.698,-0.270
9.724,-0.294
9.749,-0.318
9.774,-0.342
9.799,-0.366
9.824,-0.389
9.849,-0.412
9.874,-0.435
9.900,-0.457
9.925,-0.479
9.950,-0.501
9.975,-0.523
10.000,-0.544
10.025,-0.565
10.051,-0.586
10.076,-0.606
10.101,-0.626
10.126,-0.645
10.151,-0.664
10.176,-0.683
10.202,-0.701
10.227,-0.719
10.252,-0.736
10.277,-0.753
10.302,-0.769
10.327,-0.785
10.352,-0.800
10.378,-0.815
10.403,-0.829
10.428,-0.843
10.453,-0.856
10.478,-0.869
10.503,-0.881
10.529,-0.893
10.554,-0.904
10.579,-0.914
10.604,-0.924
10.629,-0.934
10.654,-0.942
10.680,-0.950
10.705,-0.958
10.730,-0.965
10.755,-0.971
10.780,-0.977
10.805,-0.982
10.830,-0.986
10.856,-0.990
10.881,-0.993
10.906,-0.996
10.931,-0.998
10.956,-0.999
10.981,-1.000
11.007,-1.000
11.032,-0.999
11.057,-0.998
11.082,-0.996
11.107,-0.994
11.132,-0.991
11.158,-0.987
11.183,-0.983
11.208,-0.978
11.233,-0.972
11.258,-0.966
11.283,-0.959
11.308,-0.951
11.334,-0.943
11.359,-0.935
11.384,-0.926
11.409,-0.916
11.434,-0.905
11.459,-0.894
11.485,-0.883
11.510,-0.871
11.535,-0.858
11.560,-0.845
11.585,-0.831
11.610,-0.817
11.636,-0.802
11.661,-0.787
11.686,-0.771
11.711,-0.755
11.736,-0.738
11.761,-0.721
11.786,-0.703
11.812,-0.685
11.837,-0.667
11.862,-0.648
11.887,-0.628
11.912,-0.608
11.937,-0.588
11.963,-0.568
11.988,-0.547
12.013,-0.526
12.038,-0.504
12.063,-0.482
12.088,-0.460
12.114,-0.438
12.139,-0.415
12.164,-0.392
12.189,-0.368
12.214,-0.345
12.239,-0.321
12.264,-0.297
12.290,-0.273
12.315,-0.249
12.340,-0.224
12.365,-0.200
12.390,-0.175
12.415,-0.150
12.441,-0.125
12.466,-0.100
12.491,-0.075
12.516,-0.050
12.541,-0.025
12.566,0.000
